"","Subject","IQquartile","Income2005"
"2344",5550,"1stQuartile",11000
"2345",5551,"1stQuartile",29000
"2346",5555,"2ndQuartile",14000
"2347",5558,"1stQuartile",45000
"2348",5565,"2ndQuartile",36000
"2349",5566,"2ndQuartile",25000
"2350",5568,"3rdQuartile",38000
"2351",5572,"3rdQuartile",31000
"2352",5573,"2ndQuartile",24000
"2353",5575,"3rdQuartile",15785
"2354",5576,"2ndQuartile",34000
"2355",5580,"2ndQuartile",47000
"2356",5581,"2ndQuartile",22000
"2357",5585,"1stQuartile",54000
"2358",5590,"3rdQuartile",42000
"2359",5591,"3rdQuartile",65000
"2360",5592,"4thQuartile",33000
"2361",5594,"3rdQuartile",79000
"2362",5599,"3rdQuartile",82000
"2363",5603,"1stQuartile",36000
"2364",5604,"1stQuartile",40000
"2365",5607,"1stQuartile",30000
"2366",5609,"1stQuartile",24000
"2367",5611,"2ndQuartile",18000
"2368",5612,"2ndQuartile",26500
"2369",5613,"1stQuartile",30000
"2370",5614,"1stQuartile",26000
"2371",5616,"1stQuartile",35000
"2372",5617,"1stQuartile",20000
"2373",5618,"2ndQuartile",43000
"2374",5621,"2ndQuartile",44000
"2375",5623,"4thQuartile",96000
"2376",5624,"3rdQuartile",36000
"2377",5625,"3rdQuartile",40000
"2378",5626,"3rdQuartile",52000
"2379",5637,"1stQuartile",52000
"2380",5640,"1stQuartile",30000
"2381",5646,"2ndQuartile",33000
"2382",5649,"3rdQuartile",22000
"2383",5653,"3rdQuartile",52000
"2384",5655,"4thQuartile",90000
"2385",5661,"3rdQuartile",1600
"2386",5666,"3rdQuartile",80000
"2387",5667,"4thQuartile",198032
"2388",5668,"3rdQuartile",60000
"2389",5669,"2ndQuartile",38000
"2390",5671,"4thQuartile",20000
"2391",5674,"2ndQuartile",8000
"2392",5675,"4thQuartile",67500
"2393",5676,"3rdQuartile",15000
"2394",5677,"3rdQuartile",72000
"2395",5684,"1stQuartile",12000
"2396",5690,"3rdQuartile",70000
"2397",5694,"3rdQuartile",42000
"2398",5696,"2ndQuartile",72000
"2399",5699,"4thQuartile",45000
"2400",5700,"4thQuartile",70000
"2401",5701,"3rdQuartile",114000
"2402",5702,"3rdQuartile",24000
"2403",5703,"3rdQuartile",42500
"2404",5705,"4thQuartile",10900
"2405",5708,"4thQuartile",33000
"2406",5710,"4thQuartile",53000
"2407",5711,"2ndQuartile",42000
"2408",5712,"4thQuartile",26280
"2409",5713,"3rdQuartile",44328
"2410",5718,"3rdQuartile",9000
"2411",6285,"2ndQuartile",60000
"2412",11751,"1stQuartile",10000
"2413",11755,"1stQuartile",60000
"2414",11758,"4thQuartile",70000
"2415",11759,"2ndQuartile",50000
"2416",11760,"1stQuartile",4000
"2417",11762,"1stQuartile",100000
"2418",11763,"2ndQuartile",146000
"2419",11769,"3rdQuartile",8000
"2420",11776,"1stQuartile",25000
"2421",11777,"4thQuartile",74500
"2422",11778,"3rdQuartile",32900
"2423",11779,"4thQuartile",1500
"2424",11785,"1stQuartile",78000
"2425",11786,"2ndQuartile",65000
"2426",11787,"1stQuartile",8000
"2427",11791,"3rdQuartile",123000
"2428",11792,"3rdQuartile",19000
"2429",11793,"1stQuartile",56000
"2430",11794,"1stQuartile",40000
"2431",11796,"4thQuartile",24000
"2432",11797,"2ndQuartile",1200
"2433",11798,"2ndQuartile",17000
"2434",11799,"1stQuartile",32000
"2435",11800,"1stQuartile",60000
"2436",11801,"1stQuartile",350
"2437",11806,"2ndQuartile",63000
"2438",11807,"2ndQuartile",80000
"2439",11809,"3rdQuartile",39000
"2440",11811,"1stQuartile",8000
"2441",11813,"1stQuartile",30456
"2442",11814,"1stQuartile",9000
"2443",11815,"1stQuartile",1300
"2444",11816,"4thQuartile",19500
"2445",11818,"1stQuartile",13000
"2446",11819,"2ndQuartile",27700
"2447",11820,"3rdQuartile",50000
"2448",11822,"2ndQuartile",57500
"2449",11830,"1stQuartile",2000
"2450",11832,"1stQuartile",15000
"2451",11833,"1stQuartile",25000
"2452",11835,"3rdQuartile",14000
"2453",11838,"1stQuartile",52000
"2454",11839,"2ndQuartile",45000
"2455",11841,"2ndQuartile",57000
"2456",11844,"1stQuartile",20108
"2457",11845,"2ndQuartile",40000
"2458",11846,"1stQuartile",54000
"2459",11848,"2ndQuartile",24500
"2460",11849,"1stQuartile",50000
"2461",11850,"1stQuartile",32000
"2462",11851,"3rdQuartile",80000
"2463",11854,"3rdQuartile",87000
"2464",11858,"2ndQuartile",24000
"2465",11860,"3rdQuartile",40000
"2466",11863,"4thQuartile",77919
"2467",11864,"1stQuartile",24000
"2468",11865,"3rdQuartile",42500
"2469",11867,"1stQuartile",28000
"2470",11868,"2ndQuartile",102831
"2471",11869,"4thQuartile",38400
"2472",11870,"3rdQuartile",11000
"2473",11872,"4thQuartile",24500
"2474",11875,"3rdQuartile",57000
"2475",11878,"2ndQuartile",22000
"2476",11879,"3rdQuartile",13691
"2477",11880,"2ndQuartile",15000
"2478",11881,"4thQuartile",15000
"2479",11883,"3rdQuartile",44000
"2480",11884,"1stQuartile",2200
"2481",11886,"4thQuartile",10000
"2482",11887,"3rdQuartile",24200
"2483",11889,"3rdQuartile",40000
"2484",11890,"1stQuartile",50400
"2485",11891,"1stQuartile",10000
"2486",11894,"2ndQuartile",30330
"2487",11897,"4thQuartile",64000
"2488",11898,"4thQuartile",58500
"2489",11901,"2ndQuartile",29000
"2490",11902,"2ndQuartile",48000
"2491",11905,"2ndQuartile",60000
"2492",11909,"2ndQuartile",16000
"2493",11911,"3rdQuartile",46000
"2494",11916,"2ndQuartile",38000
"2495",11917,"3rdQuartile",35000
"2496",11918,"4thQuartile",85000
"2497",11920,"4thQuartile",338101
"2498",11923,"2ndQuartile",12000
"2499",11924,"4thQuartile",68458
"2500",11925,"3rdQuartile",58000
"2501",11926,"4thQuartile",45000
"2502",11929,"4thQuartile",82000
"2503",11932,"1stQuartile",10000
"2504",11934,"1stQuartile",90000
"2505",11935,"1stQuartile",24000
"2506",11936,"2ndQuartile",125000
"2507",11937,"1stQuartile",43000
"2508",11939,"1stQuartile",15000
"2509",11940,"2ndQuartile",14000
"2510",11942,"2ndQuartile",39000
"2511",11945,"1stQuartile",40000
"2512",11947,"1stQuartile",90000
"2513",11949,"1stQuartile",26000
"2514",11950,"1stQuartile",2000
"2515",11955,"3rdQuartile",42000
"2516",11958,"2ndQuartile",75000
"2517",11971,"1stQuartile",39000
"2518",11972,"2ndQuartile",110500
"2519",11973,"3rdQuartile",60000
"2520",11981,"1stQuartile",31000
"2521",11990,"4thQuartile",70000
"2522",11993,"2ndQuartile",40000
"2523",12000,"2ndQuartile",33000
"2524",12005,"2ndQuartile",35000
"2525",12006,"3rdQuartile",17000
"2526",12008,"2ndQuartile",60000
"2527",12010,"4thQuartile",53000
"2528",12012,"3rdQuartile",65000
"2529",12014,"4thQuartile",85000
"2530",12016,"3rdQuartile",150000
"2531",12018,"4thQuartile",52900
"2532",12019,"3rdQuartile",58000
"2533",12022,"2ndQuartile",63000
"2534",12023,"3rdQuartile",65000
"2535",12031,"3rdQuartile",40000
"2536",12032,"1stQuartile",24000
"2537",12034,"3rdQuartile",161182
"2538",12036,"4thQuartile",28900
"2539",12039,"3rdQuartile",22000
"2540",12041,"1stQuartile",46000
"2541",12042,"1stQuartile",3000
"2542",12043,"1stQuartile",628
"2543",12044,"2ndQuartile",45000
"2544",12045,"4thQuartile",49000
"2545",12052,"3rdQuartile",32000
"2546",12055,"2ndQuartile",51000
"2547",12057,"3rdQuartile",3000
"2548",12061,"4thQuartile",42000
"2549",12062,"1stQuartile",20000
"2550",12064,"4thQuartile",158730
"2551",12065,"2ndQuartile",56000
"2552",12066,"1stQuartile",3000
"2553",12068,"4thQuartile",49000
"2554",12070,"2ndQuartile",34000
"2555",12076,"3rdQuartile",6000
"2556",12082,"2ndQuartile",4000
"2557",12083,"2ndQuartile",22000
"2558",12084,"2ndQuartile",33793
"2559",12087,"1stQuartile",3000
"2560",12088,"4thQuartile",37000
"2561",12089,"3rdQuartile",40000
"2562",12090,"2ndQuartile",30000
"2563",12092,"2ndQuartile",30000
"2564",12093,"3rdQuartile",82000
"2565",12097,"2ndQuartile",54000
"2566",12098,"4thQuartile",53000
"2567",12102,"3rdQuartile",100000
"2568",12104,"4thQuartile",36323
"2569",12106,"3rdQuartile",120000
"2570",12110,"2ndQuartile",91000
"2571",12116,"3rdQuartile",90000
"2572",12119,"2ndQuartile",45000
"2573",12122,"1stQuartile",30000
"2574",12125,"1stQuartile",42000
"2575",12126,"1stQuartile",21000
"2576",12128,"3rdQuartile",30000
"2577",12129,"3rdQuartile",39500
"2578",12130,"1stQuartile",24000
"2579",12131,"2ndQuartile",23000
"2580",12133,"1stQuartile",11560
"2581",12135,"1stQuartile",22000
"2582",12138,"2ndQuartile",21000
"2583",12139,"1stQuartile",12600
"2584",12140,"1stQuartile",45000
